tradeDate,ticker,scenario,pandar_approval_scope,pandar_direct_portion,project_derived_portion,first_action,source_dataset,ranking_score,stockPrice,return_5d_pct,drawdown_20d_pct,ivRank1y,rr25_pct252,callskew_pct252,putskew_pct252,call_wing_10_pct252,call_kink_pct252,avgOptVolu20d,oi,dollar_stock_volume,chain_confirmed,failure_reason,option_side,expiry,dte,leg1_action,leg1_strike,leg1_delta,leg1_bid,leg1_ask,leg1_oi,leg1_volume,leg2_action,leg2_strike,leg2_bid,leg2_ask,leg2_oi,leg2_volume,spread_width,entry_cash,target_leg2_price,long_otm_pct,lower_otm_pct,hiro_followup_available_sessions,hiro_followup_first_session,hiro_followup_last_session
2026-08-27,MU,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.854126984126985,919.3,-4.938680123260186,-9.458008726226952,28.13,11.11111111111111,71.03174603174604,3.968253968253968,83.33333333333333,48.80952380952381,914543.8,3192030,32803437660.0,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-28,2026-09-04
2026-08-27,NBIS,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.47904761904762,216.19,-0.2997601918465209,-20.873288924676093,24.14,21.428571428571427,70.63492063492063,15.476190476190476,83.33333333333333,35.317460317460316,243154.55,1332572,5786258197.41,True,,put,2026-09-18,23.0,BTO,120.0,0.9941120305624416,0.19,0.24,4506.0,156.0,STO,115.0,0.18,0.22,1760.0,27.0,5.0,0.06,,44.49326980896433,,4,2026-08-28,2026-09-04
2026-08-27,NCLH,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.02190476190477,16.66,0.421940928270037,-18.572825024437932,19.74,0.0,95.63492063492065,1.1904761904761905,78.96825396825396,46.82539682539682,19549.15,581558,259702989.64,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,4,2026-08-28,2026-09-04
2026-08-27,NEE,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,60.90761904761905,83.71,-1.5755437977660214,-4.211008124499383,3.14,3.1746031746031744,81.74603174603175,1.5873015873015872,68.65079365079364,29.365079365079364,26906.0,474652,868190376.22,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,4,2026-08-28,2026-09-04
2026-08-27,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,49.02460317460318,228.35,5.322632719892995,0.0,9.15,11.11111111111111,92.85714285714286,23.015873015873016,67.46031746031746,80.15873015873017,3243404.65,15328583,24496727024.66,True,,put,2026-09-18,23.0,BTO,145.0,0.9989174451959876,0.06,0.08,27160.0,124.0,STO,140.0,0.06,0.07,47220.0,1403.0,5.0,0.02,,36.500985329538,,4,2026-08-28,2026-09-04
2026-08-27,ON,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,40.81698412698413,74.28,-0.6951871657753905,-11.30746268656716,23.31,1.5873015873015872,94.84126984126983,2.7777777777777777,41.666666666666664,24.20634920634921,19607.25,301735,680122714.3199999,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,45.0,0.999675193567391,0.0,0.12,423.0,0.0,STO,40.0,0.0,0.12,1615.0,0.0,5.0,0.12,,39.41841680129241,,4,2026-08-28,2026-09-04
2026-08-27,ONON,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.255873015873014,29.0,-3.4941763727121433,-25.238463521526167,29.76,6.746031746031746,70.63492063492063,3.1746031746031744,84.52380952380952,16.666666666666668,20309.15,369951,265030426.87,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,51.0,BTO,20.0,0.9847695566661148,0.0,0.13,10.0,0.0,STO,17.5,0.0,0.15,11.0,0.0,2.5,0.13,,31.034482758620683,,4,2026-08-28,2026-09-04
2026-08-27,OXY,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,22.882539682539683,59.25,-3.4859097572894626,-3.5487546801237224,31.8,31.746031746031747,34.523809523809526,19.84126984126984,6.349206349206349,32.142857142857146,36601.2,775513,473308197.12,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,4,2026-08-28,2026-09-04
2026-08-27,PEP,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.290158730158726,140.09,-1.6981264472668456,-3.185901865929497,27.44,17.063492063492063,77.77777777777777,14.285714285714286,25.0,36.507936507936506,16465.4,380342,981967268.18,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-28,2026-09-04
2026-08-27,PG,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,35.69365079365079,143.38,0.0069749598939683,-3.2001080205239063,25.1,9.126984126984128,87.3015873015873,11.904761904761903,35.714285714285715,43.65079365079365,19687.95,375743,1367142795.0,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-28,2026-09-04
2026-08-27,PLTR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,37.68746031746032,186.24,6.684997422237515,0.0,22.63,15.07936507936508,71.42857142857143,8.333333333333334,46.03174603174603,48.41269841269841,633540.2,3561097,8043232870.0,True,,put,2026-09-18,23.0,BTO,125.0,0.9973604812655856,0.14,0.16,10129.0,1059.0,STO,120.0,0.13,0.14,18752.0,2030.0,5.0,0.03,,32.88230240549829,,3,2026-08-28,2026-09-01
2026-08-27,RBLX,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,32.812063492063494,38.27,-1.1111111111111072,-2.2477650063856824,30.68,5.158730158730159,90.07936507936508,2.380952380952381,79.36507936507937,55.55555555555556,32498.55,415144,611226875.76,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-09-18,23.0,BTO,25.0,0.9963771634924568,0.01,0.05,672.0,0.0,STO,20.0,0.0,0.08,5.0,0.0,5.0,0.05,,34.67467990593155,,4,2026-08-28,2026-09-04
2026-08-27,RCL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,56.65571428571429,284.32,-0.8923591745677695,-13.506935994159177,7.63,1.1904761904761905,97.22222222222224,2.380952380952381,86.9047619047619,65.47619047619048,2732.95,100776,469781730.0,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,200.0,0.9999420540468944,0.0,0.55,371.0,0.0,STO,195.0,0.0,2.15,473.0,0.0,5.0,0.55,,29.65672481710748,,4,2026-08-28,2026-09-04
2026-08-27,RDDT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,52.9315873015873,154.71,3.762575452716299,-13.191560992032317,4.37,25.0,66.66666666666667,13.492063492063492,62.301587301587304,33.73015873015873,66606.2,535704,1375265518.5600002,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,90.0,0.999897202563276,0.01,0.06,642.0,0.0,STO,85.0,0.0,0.51,72.0,0.0,5.0,0.06,,41.82664339732403,,3,2026-08-28,2026-09-01
2026-08-27,RGTI,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,50.9315873015873,16.45,3.0701754385964897,-12.870762711864405,1.37,43.25396825396825,25.0,20.238095238095237,23.015873015873016,37.301587301587304,56447.55,662804,305858011.14,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,11.0,0.9905873259070392,0.0,0.05,3569.0,0.0,STO,8.0,0.0,0.15,1460.0,0.0,3.0,0.05,,33.130699088145896,,4,2026-08-28,2026-09-04
2026-08-27,RIVN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,32.04174603174604,16.84,5.978602894902441,-1.3473930872876403,28.99,16.26984126984127,54.76190476190476,3.5714285714285716,7.5396825396825395,34.12698412698413,97134.1,2320378,363057214.9,False,one leg lacks a two-sided put quote,put,2026-09-18,23.0,BTO,11.0,0.9964674128099408,0.0,0.01,9446.0,1.0,STO,8.0,0.0,0.05,13428.0,0.0,3.0,0.01,,34.67933491686461,,4,2026-08-28,2026-09-04
2026-08-27,RTX,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,38.56587301587302,211.66,-0.7083548341699109,-5.677361853832441,24.45,5.555555555555555,76.58730158730158,4.365079365079365,19.444444444444443,36.904761904761905,14211.3,179830,990461797.9,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,51.0,BTO,155.0,0.9988765837448956,0.0,0.16,0.0,0.0,STO,150.0,0.0,2.15,0.0,0.0,5.0,0.16,,26.76934706604932,,4,2026-08-28,2026-09-04
2026-08-27,SCHW,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,39.52,107.95,-1.5234446268929005,-4.8647219529390995,25.48,0.0,100.0,0.0,74.60317460317461,6.746031746031746,20071.0,462312,780674752.41,False,combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,77.5,0.9990989051791156,0.02,0.08,1726.0,40.0,STO,75.0,0.02,0.26,3540.0,37.0,2.5,0.06,,28.20750347383047,,4,2026-08-28,2026-09-04
2026-08-27,SHOP,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,48.11047619047619,153.98,3.942216821925215,-2.7904040404040487,13.08,11.507936507936508,81.74603174603175,7.5396825396825395,73.80952380952381,44.84126984126984,44191.4,791903,1583441012.1599998,False,combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,100.0,0.9999075673830408,0.03,0.11,7258.0,0.0,STO,95.0,0.01,0.17,695.0,0.0,5.0,0.1,,35.05650084426548,,4,2026-08-28,2026-09-04
2026-08-27,SMR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,41.91777777777778,9.71,7.649667405764982,-1.720647773279349,10.86,36.111111111111114,51.58730158730159,25.0,64.28571428571429,69.04761904761905,47606.05,509856,314546636.52,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-09-18,23.0,BTO,7.0,0.9565526327505116,0.03,0.05,603.0,26.0,STO,4.5,0.0,0.09,0.0,0.0,2.5,0.05,,27.90937178166839,,4,2026-08-28,2026-09-02
2026-08-27,SPOT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,41.18730158730159,527.87,-1.329021645669004,-4.317642154108292,15.4,19.444444444444443,84.12698412698413,22.61904761904762,70.23809523809524,54.76190476190476,10419.8,118402,1136647995.6,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,4,2026-08-28,2026-09-02
2026-08-27,TEVA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,51.86079365079365,37.76,2.748299319727887,-0.4481940416556806,6.79,14.285714285714286,78.96825396825396,17.46031746031746,75.0,71.42857142857143,6730.5,391365,225719937.6,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,3,2026-08-31,2026-09-02
2026-08-27,TFC,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,43.71,50.36,-0.099186669311635,-5.213626952757389,16.29,11.904761904761903,84.92063492063492,13.095238095238097,87.6984126984127,18.253968253968253,4077.4,145752,314153037.27,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,51.0,BTO,35.0,0.9993194485229264,0.0,0.1,30.0,0.0,STO,32.5,0.0,0.1,0.0,0.0,2.5,0.1,,30.500397140587765,,4,2026-08-28,2026-09-04
2026-08-27,TOST,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,43.086190476190474,35.36,0.0,-4.561403508771922,17.39,5.158730158730159,96.03174603174604,17.46031746031746,58.73015873015873,31.746031746031747,15222.65,327302,348973434.96,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,51.0,BTO,22.0,0.9988824107670868,0.0,0.09,120.0,0.0,STO,19.0,0.0,0.27,0.0,0.0,3.0,0.09,,37.782805429864254,,4,2026-08-28,2026-09-04
2026-08-27,TSM,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.609206349206346,425.74,2.407812763091433,-1.1171757054929787,15.74,10.714285714285714,81.74603174603175,7.5396825396825395,55.95238095238095,40.476190476190474,114618.75,1889628,4600461050.64,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,4,2026-08-28,2026-09-04
2026-08-27,TXN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,28.000476190476192,264.93,-0.0716656608328314,-7.0779699063519335,33.19,11.11111111111111,65.07936507936508,7.936507936507937,83.33333333333333,34.92063492063492,16641.5,239199,1669205461.4699998,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,180.0,0.9997791255020408,0.01,0.05,2523.0,14.0,STO,175.0,0.0,0.28,834.0,0.0,5.0,0.05,,32.05752462914732,,5,2026-08-28,2026-09-04
2026-08-27,UAL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,48.84460317460318,113.06,1.2447389630160233,-15.348906858340817,14.33,5.158730158730159,89.68253968253968,3.968253968253968,75.0,36.111111111111114,13023.5,308177,352991668.71,False,one leg lacks a two-sided put quote,put,2026-09-18,23.0,BTO,77.5,0.9998908843133342,0.0,0.04,484.0,0.0,STO,75.0,0.0,0.03,926.0,0.0,2.5,0.04,,31.452326198478687,,4,2026-08-28,2026-09-04
2026-08-27,UBER,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,27.47920634920635,76.78,-2.091303238969655,-4.084946908182385,33.87,10.714285714285714,75.7936507936508,7.5396825396825395,76.19047619047619,55.95238095238095,121616.2,1287882,1482947204.4599998,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-10-16,51.0,BTO,55.0,0.9934204521698128,0.01,0.14,385.0,0.0,STO,50.0,0.0,0.15,136.0,0.0,5.0,0.14,,28.36676217765043,,4,2026-08-28,2026-09-02
2026-08-27,UNH,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,38.520317460317465,394.94,2.782042940793761,-5.196956239948147,13.94,39.285714285714285,41.26984126984127,23.41269841269841,29.761904761904763,36.507936507936506,44468.9,893947,1669464781.5,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-28,2026-09-04
2026-08-27,UPS,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,52.366666666666674,105.89,3.3577354807222903,-2.8799413005594743,9.3,12.698412698412698,71.03174603174604,3.968253968253968,64.68253968253968,66.66666666666667,23284.95,376926,527474317.7000001,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-10-16,51.0,BTO,75.0,0.9997664640084494,0.0,0.08,137.0,0.0,STO,70.0,0.0,0.66,113.0,0.0,5.0,0.08,,29.17178203796392,,4,2026-08-28,2026-09-04
2026-08-27,UPST,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,51.50714285714285,30.32,5.534284719805083,-3.254626675175498,6.35,18.253968253968253,71.03174603174604,17.46031746031746,53.96825396825397,57.53968253968254,19644.8,310846,146958089.73999998,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,22.5,0.9782219051243992,0.01,0.08,2630.0,14.0,STO,17.5,0.0,2.13,820.0,0.0,5.0,0.08,,25.79155672823219,,4,2026-08-28,2026-09-04
2026-08-27,VFC,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,62.50714285714285,13.64,-2.2222222222222143,-10.557377049180328,0.35,3.5714285714285716,86.5079365079365,7.142857142857143,37.698412698412696,31.746031746031747,7939.95,604031,112051852.32,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,4,2026-08-31,2026-09-04
2026-08-27,VRT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,34.75301587301587,268.28,2.198011504323638,-8.558573911857936,26.12,10.317460317460318,88.0952380952381,10.317460317460318,82.14285714285714,47.61904761904762,29195.15,448136,1620981072.62,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,170.0,0.9982489835519636,0.02,0.15,1413.0,1.0,STO,165.0,0.0,0.17,1354.0,0.0,5.0,0.15,,36.63336812285672,,4,2026-08-28,2026-09-04
2026-08-27,VST,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,59.04761904761905,139.6,0.395541172240188,-9.97613980782872,0.0,7.5396825396825395,94.84126984126983,22.22222222222222,59.523809523809526,17.857142857142858,37741.45,523728,660945800.9,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-09-18,23.0,BTO,85.0,0.9983703706102272,0.0,0.3,73.0,0.0,STO,80.0,0.0,2.14,15.0,0.0,5.0,0.3,,39.11174785100287,,4,2026-08-28,2026-09-04
2026-08-27,W,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,58.507777777777775,105.25,1.9963174726233213,-8.94541050263864,4.27,5.555555555555555,88.4920634920635,5.555555555555555,56.74603174603175,64.68253968253968,10107.1,198336,365430520.0,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,23.0,BTO,67.5,0.9992068586428308,0.0,0.09,29.0,0.0,STO,62.5,0.0,1.28,95.0,0.0,5.0,0.09,,35.86698337292161,,4,2026-08-28,2026-09-04
